trade_date,strategy,regime,base_cycle_index,is_base_entry_day,is_base_expiry_day,liquidation_applied,regime_evaluation_day,hedge_eligible_day,hedge_executed_day,no_hedge_reason,spot,base_contract_id,base_expiry,base_dte,base_option_price_per_share,base_delta_per_share,base_gamma_per_share,base_vega_per_share,base_theta_per_share,base_contracts_held,base_trade_contracts,selected_hedge_id,targeted_greek,pre_delta,pre_gamma,pre_vega,pre_theta,pre_greek_abs_sum,hedge_contracts_theory,hedge_contracts_actual,stock_position_theory,stock_position_actual,stock_trade_shares,post_delta,post_gamma,post_vega,post_theta,gross_live_option_exposure,gross_option_turnover_contracts,gross_hedge_option_turnover_contracts,base_trade_cashflow,option_liquidation_cashflow,stock_liquidation_cashflow,option_trade_cashflow,total_trade_cashflow,cumulative_cash_outflow_before_interest,interest_cost,cumulative_cash_outflow_after_interest
2026-01-23,delta_gamma,medium,1,False,False,False,True,True,False,solver_returned_no_trade,248.0399932861328,2026-01-27|275.0|call,2026-01-27,4,6.562950627541969e-10,9.784054787994432e-10,1.4198887691933e-09,1.5649134118795885e-07,-1.1745843838736335e-06,-1000.0,0.0,2026-02-22|250.0|call,gamma,-9.784054787994432e-05,-0.00014198887691933,-0.015649134118795885,0.11745843838736335,0.01588896354359516,4.101000845164473e-05,0.0,9.784054787994432e-05,0.0,0.0,-9.784054787994432e-05,-0.00014198887691933,-0.015649134118795885,0.11745843838736335,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51389.76433260802,-7.304687965141496,-51397.069020573166
2026-01-26,delta_gamma,medium,1,False,False,False,True,True,False,solver_returned_no_trade,255.41000366210938,2026-01-27|275.0|call,2026-01-27,1,0.0,0.0,6.642548201410837e-18,1.923065295317948e-16,-5.685036704105571e-15,-1000.0,0.0,2026-02-22|255.0|call,gamma,0.0,-6.642548201410837e-13,-1.923065295317948e-11,5.685036704105571e-10,1.9894907773320564e-11,1.8787722214581066e-13,0.0,-0.0,-0.0,-0.0,-0.0,-6.642548201410837e-13,-1.923065295317948e-11,5.685036704105571e-10,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51397.069020573166,-7.29144937299017,-51404.36046994616
2026-01-27,delta_gamma,medium,2,True,True,True,True,True,True,executed,258.2699890136719,2026-02-26|260.0|call,2026-02-26,30,4.328717603809082,0.4739181862198163,0.032805081854828194,29.464842402199118,-32.96827488387735,-1000.0,-1000.0,2026-02-25|260.0|call,gamma,-47391.81862198163,-3280.5081854828195,-2946484.2402199116,3296827.488387735,2997156.567027376,983.0473418964217,983.0,952.5548111822791,1000.0,1000.0,47.44518881772092,-0.15798372276549344,-99451.24782492686,9369.171572451014,1000.0,983.0,983.0,-432871.7603809082,0.0,0.0,416389.3132691324,241787.54190189607,190383.1814319499,26.970950198516373,190410.1523821484
2026-01-28,delta_gamma,medium,2,False,False,False,True,True,True,executed,256.44000244140625,2026-02-26|260.0|call,2026-02-26,29,3.4378557154350347,0.41200361099492494,0.0327987278262933,28.1239658518952,-32.17898390028805,-1000.0,0.0,2026-03-02|260.0|call,gamma,43.85961305824458,-2.312785271229586,-99958.60183576029,11353.97721192753,100004.77423408977,1063.012558285095,1063.0,-3592.283661875488,-3600.0,-4600.0,-7.716338124511822,-0.03874796883565068,392697.0404589819,-34997.437718307134,1983.0,2046.0,2046.0,0.0,0.0,0.0,73710.10954504,-1105913.9016854288,-915503.7493032804,-130.1323192746037,-915633.881622555
2026-01-29,delta_gamma,medium,2,False,False,False,True,True,True,executed,258.2799987792969,2026-02-26|260.0|call,2026-02-26,28,4.2983303871240395,0.4727450054719307,0.03290940832830545,28.461988914082596,-34.95905466015777,-1000.0,0.0,2026-03-09|260.0|call,gamma,-14.439967809346854,-20.929464297052164,390861.51066934783,-15715.77829178283,390896.8801014542,1182.986558985417,1183.0,-10306.364590128003,-10300.0,-6700.0,6.364590128003329,0.03739145080680828,1134035.3951283111,-100076.47226553597,2063.0,2246.0,2246.0,0.0,0.0,0.0,129528.86923394987,-1600947.1225873393,-2516581.004209894,-357.5142778996638,-2516938.518487794
2026-01-30,delta_gamma,medium,2,False,False,False,True,True,True,executed,259.4800109863281,2026-02-26|260.0|call,2026-02-26,27,4.939546164842469,0.5115413599826518,0.03240607846168087,28.132024837206252,-37.044482411870064,-1000.0,0.0,2026-03-08|260.0|call,gamma,-4.748997353191953,-25.215382549168226,1131258.6771914102,-75342.59400050016,1131288.6415713127,1175.975894693157,1176.0,-9857.413417934666,-9900.0,400.0,-42.58658206533437,0.0664264011211344,1056335.5172407492,-96169.87978341943,2183.0,2359.0,2359.0,0.0,0.0,0.0,-14781.608509235084,89010.39588529617,-2427928.1226024977,-344.1491793162221,-2428272.271781814
2026-02-02,delta_gamma,medium,2,False,False,False,True,True,True,executed,270.010009765625,2026-02-26|260.0|call,2026-02-26,24,11.572422797686272,0.8318744988996389,0.021983125345384893,17.37244802399939,-28.276976301877298,-1000.0,0.0,2026-03-08|270.0|call,gamma,562.1217105856049,238.29463027194697,1001303.6230908395,-331412.932833245,1002104.039431697,746.0269665012834,746.0,43435.030179668225,43400.0,53300.0,-35.03017966822517,-0.07946200398328074,705731.2093331264,366851.759841267,2176.0,1922.0,1922.0,0.0,0.0,0.0,-1020965.0092214937,13370568.511286318,10942296.239504505,1553.632408583134,10943849.871913088
2026-02-03,delta_gamma,medium,2,False,False,False,True,True,True,executed,269.4800109863281,2026-02-26|260.0|call,2026-02-26,23,11.356652576349347,0.8026206489642366,0.02260759331371732,18.767873576187657,-33.29177004159131,-1000.0,0.0,2026-02-27|270.0|call,gamma,1702.2139172689422,-226.51563358907333,531379.9655111383,622670.2993094102,533308.6950619963,704.0158923483866,704.0,44363.55394294505,44400.0,1000.0,36.44605705494905,-0.05103403957627961,62699.147761250846,393024.25551776774,1746.0,1450.0,1450.0,0.0,0.0,0.0,-93606.49862668186,175873.51235964627,11119723.384272736,1584.1192855208576,11121307.503558256
2026-02-04,delta_gamma,medium,2,False,False,False,True,True,True,executed,276.489990234375,2026-02-26|260.0|call,2026-02-26,22,17.462972170579633,0.9170247668935405,0.011864654645617787,10.344159998022086,-23.45581589027653,-1000.0,0.0,2026-03-06|280.0|call,gamma,3075.6855505958374,650.0303401753642,621630.1113827099,-521590.8190255868,625355.8272734812,447.0202344006557,447.0,72217.94169991485,72200.0,27800.0,-17.941699914856144,-0.053705438202769074,360374.67825184774,598731.4369572967,1704.0,1151.0,1151.0,0.0,0.0,0.0,-451737.4728375926,7234684.2556780325,18355991.759236287,2618.642496016809,18358610.401732303
2026-02-05,delta_gamma,medium,2,False,False,False,True,True,True,executed,275.9100036621094,2026-02-26|260.0|call,2026-02-26,21,17.23576256269476,0.8810670049860175,0.013582277341834124,13.132046876074568,-32.058462615814,-1000.0,0.0,2026-03-07|280.0|call,gamma,3447.8149717222477,-324.3535165875994,53616.418383152224,1169779.811972961,57388.586871462074,596.9880013152953,597.0,62133.123678071264,62100.0,-10100.0,-33.12367807126793,0.027298616226289596,545096.0589552762,524865.1430254085,1447.0,1044.0,1044.0,0.0,0.0,0.0,86333.57326315827,-2700357.4637241466,15658252.938008156,2223.223416165083,15660476.16142432
2026-02-06,delta_gamma,medium,2,False,False,False,True,True,True,executed,278.1199951171875,2026-02-26|260.0|call,2026-02-26,20,19.00538741598905,0.9262089342756664,0.010347249504344298,9.075613337079504,-24.415390579502017,-1000.0,0.0,2026-03-08|275.0|call,gamma,-1770.3016598794857,452.1456662356734,956856.269999493,-186997.0289747687,959078.7173256082,437.99272769602226,438.0,66152.01231074132,66200.0,4100.0,47.987689258676255,0.017180272404402785,437008.5193841759,555699.8384090282,1597.0,1035.0,1035.0,0.0,0.0,0.0,27037.730780480022,1167329.7107609487,16827805.872185268,2397.294509396943,16830203.166694663
2026-02-09,delta_gamma,medium,2,False,False,False,True,True,True,executed,274.6199951171875,2026-02-26|260.0|call,2026-02-26,17,15.298745579495119,0.9332073983032808,0.012419341920650006,7.653655570354046,-21.792579617706867,-1000.0,0.0,2026-03-12|280.0|call,gamma,-4481.894825214695,104.98085509767702,538082.7887880994,466978.0281647362,542669.6644684118,455.9849827125882,456.0,75975.49052053918,76000.0,9800.0,24.509479460815783,0.04090152837443384,624205.6813646926,608879.7919447273,1438.0,894.0,894.0,0.0,0.0,0.0,-67421.1738590278,2623854.77828941,19454057.944984075,2773.7471799498003,19456831.692164026
2026-02-10,delta_gamma,medium,2,False,False,False,True,True,True,executed,273.67999267578125,2026-02-26|260.0|call,2026-02-26,16,14.395856775363825,0.9218653988861188,0.014165633648945491,8.34950001334781,-24.375929499241167,-1000.0,0.0,2026-03-14|270.0|call,gamma,35.6591851680314,-208.02696607678922,497695.22970680404,853698.4145197261,497938.91585804883,543.9891085897902,544.0,57897.469454978964,57900.0,-18100.0,2.5305450210362324,0.02836154704505134,827890.6800712056,468415.9051732735,1456.0,1000.0,1000.0,0.0,0.0,0.0,295952.06180979847,-4657655.805621842,14799175.886542184,2108.2952445421824,14801284.181786727
2026-02-11,delta_gamma,medium,2,False,False,False,True,True,True,executed,275.5,2026-02-26|260.0|call,2026-02-26,15,16.03371455676111,0.9508234678813448,0.010182747933862075,5.665049830866874,-19.83670721162745,-1000.0,0.0,2026-03-09|275.0|call,gamma,-233.6369086407576,346.0824689957998,995811.0814112945,52450.661809586454,996390.8007889311,333.00214087731814,333.0,76992.86647154385,77000.0,19100.0,7.133528456157364,-0.006546508689211805,404181.23557309853,634720.9049961083,1544.0,877.0,877.0,0.0,0.0,0.0,-313039.90805179894,4949010.091948201,19750294.273734927,2821.4705357901153,19753115.744270716
2026-02-12,delta_gamma,medium,2,False,False,False,True,True,True,executed,261.7300109863281,2026-02-26|260.0|call,2026-02-26,14,5.314775889152088,0.5842578001444445,0.036729909014214156,19.98656784637429,-58.5033433129621,-1000.0,0.0,2026-03-22|260.0|call,gamma,25339.36994533321,-3021.5521572079338,-1354137.112936676,4805273.084036822,1382498.0350392172,1654.0339882916671,1654.0,-36023.81363599672,-36000.0,-113000.0,23.813635996717494,-0.07547528462600894,3481595.0952751096,-372159.15449758526,1333.0,1987.0,1987.0,0.0,0.0,0.0,1330443.0328543887,-28245048.20860069,-8491932.464329973,-1212.4592630072705,-8493144.923592981
